epoch,total_loss,steering_loss,weighted_speed_loss
1,2.5349020957946777,0.3812914490699768,2.1536107063293457
2,2.0952305793762207,0.06908563524484634,2.0261449813842773
3,1.8807462453842163,0.11252225190401077,1.7682240009307861
4,1.5975234508514404,0.07841753214597702,1.5191059112548828
5,1.332837700843811,0.046373400837183,1.2864643335342407
6,1.137691855430603,0.06871479004621506,1.0689771175384521
7,0.9646903276443481,0.08187687397003174,0.8828134536743164
8,0.7896977663040161,0.061115898191928864,0.7285818457603455
9,0.6331422924995422,0.037365421652793884,0.5957768559455872
10,0.5102316737174988,0.036127202212810516,0.47410449385643005
11,0.40423768758773804,0.040088001638650894,0.36414968967437744
12,0.3042241334915161,0.03451494872570038,0.26970916986465454
13,0.22581084072589874,0.033992987126111984,0.19181784987449646
14,0.17043441534042358,0.03779426962137222,0.13264015316963196
15,0.12541045248508453,0.031354933977127075,0.09405551850795746
16,0.10306532680988312,0.03087867796421051,0.07218664884567261
17,0.0943998247385025,0.029631992802023888,0.06476783007383347
18,0.09510660916566849,0.026206647977232933,0.0688999593257904
19,0.10100960731506348,0.02447003498673439,0.07653956860303879
20,0.1067800372838974,0.025407904759049416,0.08137213438749313
21,0.10773783922195435,0.023471642285585403,0.08426619321107864
22,0.10553297400474548,0.021464692428708076,0.08406828343868256
23,0.10010115802288055,0.02040412835776806,0.07969702780246735
24,0.09126041829586029,0.018656905740499496,0.0726035088300705
25,0.08222619444131851,0.017739824950695038,0.06448636949062347
26,0.07331021130084991,0.016124332323670387,0.05718587711453438
27,0.06605162471532822,0.015124454163014889,0.05092716962099075
28,0.0621759295463562,0.01501831691712141,0.047157611697912216
29,0.06015355885028839,0.014053823426365852,0.04609973356127739
30,0.05980757623910904,0.013181280344724655,0.046626295894384384
31,0.05985710024833679,0.012671331875026226,0.04718576744198799
32,0.0590013787150383,0.01237653847783804,0.046624839305877686
33,0.05684211105108261,0.011954368092119694,0.04488774389028549
34,0.053596869111061096,0.0115056736394763,0.04209119454026222
35,0.05008535832166672,0.010930987074971199,0.03915437310934067
36,0.0471927747130394,0.010571341030299664,0.03662143275141716
37,0.04519475996494293,0.010247213765978813,0.03494754806160927
38,0.044053588062524796,0.009938201867043972,0.03411538526415825
39,0.04342228174209595,0.009589342400431633,0.033832937479019165
40,0.04278741776943207,0.009389981627464294,0.03339743614196777
41,0.04179523140192032,0.009099768474698067,0.0326954647898674
42,0.04036696255207062,0.008899407461285591,0.03146755322813988
43,0.038692764937877655,0.008675085380673409,0.030017679557204247
44,0.0371767096221447,0.00851025152951479,0.028666457161307335
45,0.036004528403282166,0.008348013274371624,0.027656514197587967
46,0.03538672626018524,0.00825956929475069,0.027127156034111977
47,0.03505811467766762,0.008159286342561245,0.026898829266428947
48,0.03473016619682312,0.008114727213978767,0.026615438982844353
49,0.03415877744555473,0.00796853844076395,0.026190239936113358
50,0.03334277868270874,0.00790554191917181,0.025437235832214355
51,0.03240209445357323,0.0076990509405732155,0.024703044444322586
52,0.03152766823768616,0.007517585065215826,0.024010082706809044
53,0.030886545777320862,0.007291499990969896,0.023595046252012253
54,0.030433397740125656,0.007078446913510561,0.023354951292276382
