epoch,total_loss,steering_loss,weighted_speed_loss
1,0.025744957610759102,0.009548987396199743,0.01619597021157203
2,0.01062198919548275,0.004821735950928973,0.00580025322081356
3,0.008922892489985087,0.003821452403630088,0.005101440054750411
4,0.008166300475327255,0.003342265118382224,0.0048240353457199145
5,0.007757294308582486,0.0031828227954940917,0.004574471512584848
6,0.0070221112951151824,0.0027461841870475893,0.0042759270875636505
7,0.006718451931971613,0.0027138037268011894,0.004004648198398012
8,0.006482946283134565,0.0026753002639848507,0.0038076460137747847
9,0.006276635498322277,0.0025533400681584063,0.003723295436121556
10,0.006074697813297069,0.0025318639742651,0.003542833850885103
11,0.00576948864422782,0.0023086032316833338,0.0034608854203353055
12,0.005871373331474798,0.0025439840248500938,0.003327389288966645
13,0.005625019875867618,0.002245408336063094,0.0033796115264633827
14,0.005309268233948749,0.0021180051974018003,0.0031912630386290272
15,0.005182528671697014,0.0021002406841828334,0.0030822879962555134
16,0.005209475155577787,0.0021041655052395523,0.0031053096663300646
17,0.004933433020300946,0.0019498933888005903,0.0029835396278142853
18,0.005050399682828925,0.00208071385367734,0.0029696858285631713
19,0.004811679277135259,0.0019053535763692824,0.002906325702621742
20,0.004606421588560491,0.0018294246459687035,0.002776996930418986
21,0.004596049430353558,0.0018464126849744283,0.002749636723333431
22,0.004573884044836249,0.001870405998816576,0.002703478049640678
23,0.004454229685512674,0.0017287177801149222,0.002725511905372292
24,0.004300061887431409,0.0017315265947697495,0.0025685353025119255
25,0.004333252131864342,0.0017485151500289957,0.0025847369765339676
26,0.004182055878641611,0.001680129811812799,0.002501926068746813
27,0.004121213613233158,0.0016035033434690636,0.002517710269602847
28,0.00400820138433229,0.0016102108365574034,0.002397990538892108
29,0.003981509436238565,0.001552693551498781,0.002428815892748429
30,0.003838703274887278,0.0015338612279512892,0.002304842034839568
31,0.0038543108571085405,0.001560064403272417,0.002294246440362023
32,0.0036957026189172308,0.0014511427110433831,0.0022445599108753215
33,0.0037114258254630182,0.0014551713015586514,0.002256254517745829
34,0.003675675103131285,0.001514706386300854,0.0021609687206551177
35,0.003527796024592951,0.0013929400630836616,0.0021348559586096562
36,0.003796094281732541,0.0015962869900357141,0.0021998072833345674
37,0.003499146377221315,0.0013853189785107333,0.0021138273907160806
38,0.003330583377345411,0.001311480771480628,0.0020191026038605
39,0.003361456234585262,0.0013311996183661935,0.0020302566078568094
