#x_m,y_m,w_tr_right_m,w_tr_left_m
-10.324384169209154,22.882958177995974,1.622840258575839,0.3219292525681679
-10.098124169209157,22.882958177995974,1.5657877577045036,0.382957147118324
-10.022704169209163,22.958378177995982,1.622840258575839,0.3219292525681679
-9.796444169209153,22.958378177995982,1.5855,0.37878
-9.721024169209159,23.03379817799599,1.6390421863383993,0.3080554793766766
-9.419344169209154,23.03379817799599,1.5657877577045036,0.382957147118324
-9.34392416920916,23.109218177996,1.622840258575839,0.3219292525681679
-9.117664169209164,23.109218177996,1.5657877577045036,0.382957147118324
-9.042244169209155,23.18463817799598,1.622840258575839,0.3219292525681679
-8.815984169209159,23.18463817799598,1.5855,0.382957147118324
-8.740564169209165,23.260058177995987,1.6390421863383993,0.3219292525681679
-8.514304169209154,23.260058177995987,1.5855,0.37878
-8.43888416920916,23.335478177995995,1.6390421863383993,0.3080554793766766
-8.137204169209156,23.335478177995995,1.5657877577045036,0.382957147118324
-8.061784169209162,23.410898177995975,1.622840258575839,0.3219292525681679
-7.835524169209165,23.410898177995975,1.5657877577045036,0.382957147118324
-7.760104169209157,23.486318177995983,1.622840258575839,0.3219292525681679
-7.533844169209161,23.486318177995983,1.5855,0.382957147118324
-7.458424169209152,23.56173817799599,1.6390421863383993,0.3219292525681679
-7.232164169209156,23.56173817799599,1.5855,0.37878
-7.156744169209162,23.637158177996,1.6390421863383993,0.3080554793766766
-6.855064169209157,23.637158177996,1.5657877577045036,0.382957147118324
-6.779644169209163,23.71257817799598,1.622840258575839,0.3219292525681679
-6.553384169209153,23.71257817799598,1.5657877577045036,0.382957147118324
-6.477964169209159,23.787998177995988,1.622840258575839,0.3219292525681679
-6.251704169209162,23.787998177995988,1.5855,0.37878
-6.176284169209154,23.863418177995996,1.6390421863383993,0.3080554793766766
-5.874604169209164,23.863418177995996,1.5657877577045036,0.382957147118324
-5.7991841692091555,23.938838177995976,1.622840258575839,0.3219292525681679
-5.572924169209159,23.938838177995976,1.5657877577045036,0.382957147118324
-5.497504169209165,24.014258177995984,1.622840258575839,0.3219292525681679
-5.2712441692091545,24.014258177995984,1.5657877577045036,0.382957147118324
-5.1958241692091605,24.089678177995992,1.622840258575839,0.3219292525681679
-4.969564169209164,24.089678177995992,1.5855,0.37878
-4.894144169209156,24.165098177996,1.6390421863383993,0.3080554793766766
-4.5924641692091654,24.165098177996,1.5657877577045036,0.382957147118324
-4.517044169209157,24.24051817799598,1.622840258575839,0.3219292525681679
-4.290784169209161,24.24051817799598,1.5657877577045036,0.382957147118324
-4.215364169209153,24.31593817799599,1.622840258575839,0.3219292525681679
-3.9891041692091562,24.31593817799599,1.5657877577045036,0.382957147118324
-3.913684169209162,24.391358177995997,1.622840258575839,0.3219292525681679
-3.6874241692091516,24.391358177995997,1.5855,0.37878
-3.6120041692091576,24.466778177995977,1.6390421863383993,0.3080554793766766
-3.310324169209153,24.466778177995977,1.5657877577045036,0.382957147118324
-3.234904169209159,24.542198177995985,1.622840258575839,0.3219292525681679
-3.0086441692091626,24.542198177995985,1.5657877577045036,0.382957147118324
-2.9332241692091543,24.617618177995993,1.622840258575839,0.3219292525681679
-2.706964169209158,24.617618177995993,1.5657877577045036,0.382957147118324
-2.631544169209164,24.693038177995973,1.622840258575839,0.3219292525681679
-2.4052841692091533,24.693038177995973,1.5855,0.37878
-2.3298641692091593,24.76845817799598,1.6390421863383993,0.3080554793766766
-2.0281841692091547,24.76845817799598,1.5657877577045036,0.382957147118324
-1.9527641692091606,24.84387817799599,1.622840258575839,0.3219292525681679
-1.7265041692091643,24.84387817799599,1.5657877577045036,0.382957147118324
-1.651084169209156,24.919298177995998,1.622840258575839,0.3219292525681679
-1.4248241692091597,24.919298177995998,1.5855,0.382957147118324
