#x_m,y_m,w_tr_right_m,w_tr_left_m
-55.607861275667865,25.590510588771913,0.2889100780254996,1.4387129147734539
-55.663261275667864,25.645910588771912,0.27037790981067983,1.4597677233089599
-55.71866127566786,25.645910588771912,0.296676260630503,1.434294323348837
-55.82946127566787,25.756710588771917,0.254,1.4675986195966548
-55.884861275667866,25.756710588771917,0.2889100780254996,1.4387129147734539
-55.995661275667864,25.867510588771914,0.254,1.4675986195966548
-56.05106127566786,25.867510588771914,0.2889100780254996,1.4387129147734539
-56.16186127566787,25.97831058877191,0.254,1.4840176344419915
-56.217261275667866,25.97831058877191,0.2889100780254996,1.4519018237332821
-56.272661275667865,26.03371058877191,0.27037790981067983,1.4675986195966548
-56.328061275667864,26.03371058877191,0.296676260630503,1.4387129147734539
-56.43886127566787,26.144510588771915,0.254,1.4675986195966548
-56.49426127566787,26.144510588771915,0.2889100780254996,1.4387129147734539
-56.605061275667865,26.255310588771913,0.254,1.4675986195966548
-56.66046127566786,26.255310588771913,0.2889100780254996,1.4387129147734539
-56.71586127566786,26.31071058877191,0.27037790981067983,1.4597677233089599
-56.77126127566787,26.31071058877191,0.296676260630503,1.434294323348837
-56.882061275667866,26.421510588771916,0.254,1.4675986195966548
-56.937461275667864,26.421510588771916,0.2889100780254996,1.4387129147734539
-57.04826127566786,26.532310588771914,0.254,1.4675986195966548
-57.10366127566787,26.532310588771914,0.2889100780254996,1.4387129147734539
-57.15906127566787,26.587710588771913,0.27037790981067983,1.4597677233089599
-57.214461275667865,26.587710588771913,0.296676260630503,1.434294323348837
-57.32526127566786,26.69851058877191,0.254,1.4675986195966548
-57.38066127566787,26.69851058877191,0.2889100780254996,1.4387129147734539
-57.49146127566787,26.809310588771915,0.254,1.4675986195966548
-57.546861275667865,26.809310588771915,0.2889100780254996,1.4387129147734539
-57.65766127566786,26.920110588771912,0.254,1.4675986195966548
-57.71306127566787,26.920110588771912,0.2889100780254996,1.4387129147734539
-57.76846127566787,26.97551058877191,0.27037790981067983,1.4597677233089599
-57.823861275667866,26.97551058877191,0.296676260630503,1.434294323348837
-57.934661275667864,27.086310588771916,0.254,1.4675986195966548
-57.99006127566786,27.086310588771916,0.2889100780254996,1.4387129147734539
-58.10086127566787,27.197110588771913,0.254,1.4675986195966548
-58.156261275667866,27.197110588771913,0.2889100780254996,1.4387129147734539
-58.267061275667864,27.30791058877191,0.254,1.4840176344419915
-58.32246127566786,27.30791058877191,0.2889100780254996,1.4519018237332821
-58.37786127566787,27.363310588771917,0.27037790981067983,1.4675986195966548
-58.43326127566787,27.363310588771917,0.296676260630503,1.4387129147734539
-58.544061275667865,27.474110588771914,0.254,1.4675986195966548
-58.59946127566786,27.474110588771914,0.2889100780254996,1.4387129147734539
-58.71026127566787,27.584910588771912,0.254,1.4675986195966548
-58.76566127566787,27.584910588771912,0.2889100780254996,1.4387129147734539
-58.876461275667864,27.695710588771917,0.254,1.4675986195966548
-58.93186127566786,27.695710588771917,0.2889100780254996,1.4387129147734539
-59.04266127566787,27.806510588771914,0.254,1.4840176344419915
-59.09806127566787,27.806510588771914,0.2889100780254996,1.4519018237332821
-59.153461275667865,27.86191058877192,0.27037790981067983,1.4675986195966548
-59.208861275667864,27.86191058877192,0.296676260630503,1.4387129147734539
-59.31966127566786,27.972710588771918,0.254,1.4675986195966548
-59.37506127566787,27.972710588771918,0.2889100780254996,1.4387129147734539
-59.485861275667865,28.083510588771915,0.254,1.4675986195966548
-59.541261275667864,28.083510588771915,0.2889100780254996,1.4387129147734539
-59.65206127566787,28.194310588771913,0.254,1.4675986195966548
-59.70746127566787,28.194310588771913,0.2889100780254996,1.4387129147734539
-59.818261275667865,28.30511058877191,0.254,1.4675986195966548
-59.873661275667864,28.30511058877191,0.2889100780254996,1.4387129147734539
-59.98446127566787,28.415910588771908,0.254,1.4675986195966548
-60.03986127566787,28.415910588771908,0.2889100780254996,1.4387129147734539
-60.095261275667866,28.471310588771914,0.27037790981067983,1.4597677233089599
-60.150661275667865,28.471310588771914,0.296676260630503,1.434294323348837
-60.26146127566786,28.58211058877191,0.254,1.4675986195966548
-60.31686127566787,28.58211058877191,0.2889100780254996,1.4387129147734539
-60.427661275667866,28.69291058877191,0.254,1.4675986195966548
-60.483061275667865,28.69291058877191,0.2889100780254996,1.4387129147734539
-60.59386127566786,28.803710588771906,0.254,1.4675986195966548
-60.64926127566787,28.803710588771906,0.2889100780254996,1.4387129147734539
-60.760061275667866,28.91451058877192,0.254,1.4675986195966548
-60.815461275667865,28.91451058877192,0.2889100780254996,1.4387129147734539
-60.92626127566786,29.025310588771916,0.254,1.4675986195966548
-60.98166127566787,29.025310588771916,0.2889100780254996,1.4387129147734539
-61.092461275667866,29.136110588771913,0.254,1.4675986195966548
-61.147861275667864,29.136110588771913,0.2889100780254996,1.4387129147734539
-61.25866127566786,29.24691058877191,0.254,1.4840176344419915
-61.31406127566787,29.24691058877191,0.2889100780254996,1.4519018237332821
-61.36946127566787,29.302310588771917,0.27037790981067983,1.4675986195966548
-61.424861275667865,29.302310588771917,0.296676260630503,1.4387129147734539
-61.53566127566786,29.413110588771914,0.254,1.4675986195966548
-61.59106127566786,29.413110588771914,0.2889100780254996,1.4387129147734539
-61.701861275667866,29.523910588771912,0.254,1.4675986195966548
-61.757261275667865,29.523910588771912,0.2889100780254996,1.4387129147734539
-61.86806127566786,29.63471058877191,0.254,1.4675986195966548
-61.92346127566787,29.63471058877191,0.2889100780254996,1.4387129147734539
-62.034261275667866,29.745510588771907,0.254,1.4675986195966548
-62.089661275667865,29.745510588771907,0.2889100780254996,1.4387129147734539
-62.20046127566786,29.85631058877192,0.254,1.4675986195966548
-62.25586127566787,29.85631058877192,0.2889100780254996,1.4387129147734539
-62.366661275667866,29.967110588771916,0.254,1.4840176344419915
-62.422061275667865,29.967110588771916,0.2889100780254996,1.4519018237332821
-62.477461275667864,30.022510588771908,0.27037790981067983,1.4675986195966548
-62.53286127566786,30.022510588771908,0.296676260630503,1.4387129147734539
-62.64366127566787,30.13331058877192,0.254,1.4675986195966548
-62.699061275667866,30.13331058877192,0.2889100780254996,1.4387129147734539
-62.80986127566786,30.244110588771917,0.254,1.4675986195966548
-62.86526127566786,30.244110588771917,0.2889100780254996,1.4387129147734539
-62.97606127566787,30.354910588771915,0.254,1.4675986195966548
