epoch,total_loss,steering_loss,weighted_speed_loss
1,2.192073106765747,0.08910007774829865,2.102972984313965
2,2.0203819274902344,0.03914423659443855,1.9812376499176025
3,1.8761417865753174,0.0218394435942173,1.8543022871017456
4,1.744963526725769,0.019157692790031433,1.7258058786392212
5,1.6190670728683472,0.019427264109253883,1.5996397733688354
6,1.4970513582229614,0.018458573147654533,1.4785927534103394
7,1.3789007663726807,0.01637871004641056,1.362522006034851
8,1.2666306495666504,0.014774762094020844,1.2518558502197266
9,1.158335566520691,0.014499128796160221,1.1438363790512085
10,1.0540053844451904,0.015342103317379951,1.0386632680892944
11,0.9534676671028137,0.016345858573913574,0.9371218085289001
12,0.8541176915168762,0.01659403182566166,0.8375236392021179
13,0.7575095295906067,0.015703463926911354,0.7418060898780823
14,0.6628737449645996,0.014072136022150517,0.6488016247749329
15,0.5720055103302002,0.01236907858401537,0.5596364140510559
16,0.4842301309108734,0.01104490552097559,0.4731852114200592
17,0.4014902412891388,0.010276751592755318,0.39121347665786743
18,0.32540610432624817,0.00993383675813675,0.315472275018692
19,0.25335124135017395,0.009645137004554272,0.2437061071395874
20,0.18965213000774384,0.009359851479530334,0.1802922785282135
21,0.13590705394744873,0.009273759089410305,0.12663330137729645
22,0.09299951046705246,0.009224461391568184,0.08377505093812943
23,0.0631486177444458,0.008819750510156155,0.05432887002825737
24,0.04777629300951958,0.008336207829415798,0.039440084248781204
25,0.048757195472717285,0.008197477087378502,0.040559716522693634
26,0.062215663492679596,0.007765116170048714,0.05445054918527603
27,0.07900194823741913,0.007446120493113995,0.07155583053827286
28,0.09240758419036865,0.0073466054163873196,0.0850609764456749
29,0.09942931681871414,0.007149172946810722,0.09228014200925827
30,0.09840582311153412,0.006796086207032204,0.09160973876714706
31,0.09227623790502548,0.006515553221106529,0.0857606828212738
32,0.0818229466676712,0.006349649280309677,0.07547329366207123
33,0.06981199979782104,0.006238964386284351,0.06357303261756897
34,0.05788613110780716,0.0061293249018490314,0.051756806671619415
35,0.04844459518790245,0.005936793051660061,0.042507801204919815
36,0.04309932887554169,0.005827723070979118,0.03727160766720772
37,0.04141266271471977,0.005728468298912048,0.035684194415807724
38,0.04329466074705124,0.005653420928865671,0.037641238421201706
39,0.04558730497956276,0.005590117536485195,0.03999718651175499
40,0.049150336533784866,0.005543046165257692,0.04360729083418846
41,0.051649607717990875,0.005540870130062103,0.04610873758792877
42,0.0524509996175766,0.005464990623295307,0.04698600992560387
43,0.05171549692749977,0.005375162232667208,0.04634033516049385
44,0.04958517476916313,0.005318638402968645,0.044266536831855774
45,0.0471808947622776,0.005251954775303602,0.041928939521312714
46,0.043807923793792725,0.005178166553378105,0.03862975910305977
47,0.0407700315117836,0.005083688534796238,0.035686343908309937
48,0.03924083709716797,0.005023280158638954,0.034217558801174164
49,0.03817441314458847,0.00496223708614707,0.03321217745542526
50,0.037969257682561874,0.004919365048408508,0.033049892634153366
51,0.03823082149028778,0.004866938106715679,0.03336388245224953
52,0.039140213280916214,0.004827868193387985,0.03431234508752823
53,0.039640337228775024,0.00480431504547596,0.034836020320653915
