# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
46.185256;6.417857;43.514599;-0.979654;0.018346;7.500000;0.000000
46.385192;6.529555;43.348750;-0.976789;0.010313;7.500000;0.000000
46.585128;6.641614;43.183101;-0.975529;0.002291;7.500000;0.000000
46.785064;6.753758;43.017490;-0.975872;-0.005726;7.500000;0.000000
46.985000;6.865711;42.851754;-0.977820;-0.013747;7.500000;0.000000
47.184936;6.977195;42.685729;-0.981372;-0.021777;7.500000;0.000000
47.384873;7.087933;42.519252;-0.986530;-0.029822;7.500000;0.000000
47.584809;7.197650;42.352161;-0.993296;-0.037883;7.500000;0.000000
47.784745;7.306067;42.184291;-1.001673;-0.045959;7.500000;0.000000
47.984681;7.413067;42.015370;-1.010364;-0.039160;7.500000;0.000000
48.184617;7.518736;41.845626;-1.017307;-0.030288;7.500000;0.000000
48.384553;7.623365;41.675261;-1.022475;-0.021404;7.500000;0.000000
48.584490;7.727261;41.504457;-1.025866;-0.012516;7.500000;0.000000
48.784426;7.830727;41.333395;-1.027479;-0.003626;7.500000;0.000000
48.984362;7.934069;41.162258;-1.027316;0.005263;7.500000;0.000000
49.184298;8.037593;40.991227;-1.025375;0.014152;7.500000;0.000000
49.384234;8.141603;40.820485;-1.021657;0.023039;7.500000;0.000000
49.584170;8.246405;40.650215;-1.016163;0.031919;7.500000;0.000000
49.784107;8.352303;40.480597;-1.008893;0.040787;7.500000;0.000000
49.984043;8.459458;40.311893;-1.001160;0.035421;7.500000;0.000000
50.183979;8.567821;40.143926;-0.994744;0.028777;7.500000;0.000000
50.383915;8.677171;39.976551;-0.989654;0.022144;7.500000;0.000000
50.583851;8.787279;39.809634;-0.985888;0.015521;7.500000;0.000000
50.783787;8.897917;39.643042;-0.983446;0.008905;7.500000;0.000000
50.983724;9.008856;39.476640;-0.982326;0.002293;7.500000;0.000000
51.183660;9.119868;39.310294;-0.982529;-0.004319;7.500000;0.000000
51.383596;9.230723;39.143871;-0.984054;-0.010936;7.500000;0.000000
51.583532;9.341194;38.977237;-0.986902;-0.017562;7.500000;0.000000
51.783468;9.451052;38.810258;-0.991076;-0.024201;7.500000;0.000000
51.983404;9.560216;38.642669;-0.995739;-0.021963;7.500000;0.000000
52.183341;9.668623;38.474634;-0.999857;-0.019223;7.500000;0.000000
52.383277;9.776364;38.306212;-1.003426;-0.016477;7.500000;0.000000
52.583213;9.883538;38.137455;-1.006445;-0.013726;7.500000;0.000000
52.783149;9.990242;37.968416;-1.008914;-0.010971;7.500000;0.000000
52.983085;10.096573;37.799145;-1.010831;-0.008214;7.500000;0.000000
53.183021;10.202630;37.629695;-1.012198;-0.005456;7.500000;0.000000
53.382958;10.308509;37.460116;-1.013013;-0.002698;7.500000;0.000000
