#x_m,y_m,w_tr_right_m,w_tr_left_m
130.2492443273955,51.90614210065479,1.5177766668378159,0.2662300000000001
130.3301343273955,51.825252100654794,1.4740561998144253,0.34712000000000004
130.41102432739552,51.825252100654794,1.50875538699958,0.31603988653333165
130.49191432739553,51.74436210065478,1.4758993755841012,0.35215602925986966
130.57280432739554,51.74436210065478,1.5177766668378159,0.31603988653333165
130.6536943273955,51.663472100654786,1.4960494718409068,0.35215602925986966
130.7345843273955,51.663472100654786,1.5445758027253853,0.31603988653333165
130.89636432739553,51.50169210065479,1.5303317609657547,0.32917654283197817
130.97725432739554,51.50169210065479,1.5875296284959344,0.27197867530179837
131.05814432739555,51.42080210065478,1.5883960639918737,0.27197867530179837
131.05814432739555,51.339912100654786,1.5339031434075248,0.32917654283197817
131.30081432739553,51.097242100654796,1.5866627950961456,0.2833060853445642
131.30081432739553,51.016352100654785,1.546348581416846,0.31603988653333165
131.38170432739554,50.93546210065479,1.5814534079003926,0.2833060853445642
131.38170432739554,50.85457210065479,1.5481196595999949,0.31603988653333165
131.46259432739555,50.773682100654796,1.5935863515562212,0.27197867530179837
131.46259432739555,50.20745210065479,1.4814174604791543,0.35215602925986966
131.5434843273955,50.126562100654795,1.56047,0.2662300000000001
131.5434843273955,49.96478210065479,1.562227648006548,0.2662300000000001
131.46259432739555,49.88389210065479,1.4869185053605551,0.34712000000000004
131.46259432739555,49.47944210065479,1.5674906664559265,0.2115932798620405
131.38170432739554,49.39855210065478,1.50875538699958,0.24262661609987404
131.38170432739554,49.317662100654786,1.5249615828559242,0.2115932798620405
131.30081432739553,49.23677210065479,1.4666642668317034,0.27197867530179837
131.30081432739553,49.07499210065478,1.5177766668378159,0.17166569877403642
131.1390343273955,48.91321210065479,1.4140283699227385,0.24262661609987404
131.1390343273955,48.751432100654796,1.4740561998144253,0.17166569877403642
131.05814432739555,48.670542100654785,1.4367819546794007,0.2115932798620405
131.05814432739555,48.58965210065479,1.4740561998144253,0.1575829402414387
130.89636432739553,48.427872100654795,1.406376419345978,0.2115932798620405
130.89636432739553,48.346982100654785,1.4499182560336927,0.1575829402414387
130.7345843273955,48.18520210065479,1.406376419345978,0.2115932798620405
130.7345843273955,48.104312100654795,1.4499182560336927,0.1575829402414387
130.57280432739554,47.94253210065479,1.406376419345978,0.2115932798620405
130.57280432739554,47.86164210065479,1.4499182560336927,0.1575829402414387
130.41102432739552,47.699862100654784,1.406376419345978,0.2115932798620405
130.41102432739552,47.61897210065479,1.4499182560336927,0.1575829402414387
130.2492443273955,47.457192100654794,1.406376419345978,0.2115932798620405
130.2492443273955,47.37630210065478,1.4499182560336927,0.1575829402414387
130.00657432739553,47.13363210065479,1.406376419345978,0.2147808077716185
130.00657432739553,47.05274210065478,1.4499182560336927,0.1575829402414387
129.76390432739555,46.81007210065479,1.406376419345978,0.2147808077716185
129.76390432739555,46.72918210065478,1.4499182560336927,0.1575829402414387
129.52123432739552,46.48651210065479,1.406376419345978,0.2147808077716185
129.52123432739552,46.405622100654796,1.4499182560336927,0.1575829402414387
129.19767432739553,46.082062100654795,1.406376419345978,0.2147808077716185
129.19767432739553,46.001172100654784,1.4499182560336927,0.1575829402414387
128.87411432739555,45.677612100654784,1.406376419345978,0.2147808077716185
128.87411432739555,45.59672210065479,1.4499182560336927,0.1575829402414387
128.5505543273955,45.27316210065479,1.406376419345978,0.2147808077716185
128.5505543273955,45.19227210065479,1.4499182560336927,0.1575829402414387
128.22699432739552,44.86871210065479,1.406376419345978,0.2147808077716185
128.22699432739552,44.78782210065479,1.4499182560336927,0.1575829402414387
127.82254432739553,44.38337210065478,1.406376419345978,0.2147808077716185
127.82254432739553,44.302482100654785,1.4499182560336927,0.1575829402414387
127.49898432739552,43.978922100654785,1.406376419345978,0.2147808077716185
127.49898432739552,43.89803210065479,1.4499182560336927,0.1575829402414387
127.17542432739553,43.57447210065479,1.406376419345978,0.2147808077716185
127.17542432739553,43.49358210065479,1.4499182560336927,0.1575829402414387
126.85186432739552,43.17002210065479,1.406376419345978,0.2147808077716185
126.85186432739552,43.089132100654794,1.4499182560336927,0.1575829402414387
126.52830432739553,42.76557210065479,1.406376419345978,0.2147808077716185
126.52830432739553,42.68468210065478,1.4499182560336927,0.1575829402414387
126.20474432739552,42.36112210065478,1.406376419345978,0.2147808077716185
126.20474432739552,42.280232100654786,1.4499182560336927,0.1575829402414387
125.88118432739553,41.956672100654785,1.406376419345978,0.2147808077716185
125.88118432739553,41.87578210065479,1.4499182560336927,0.1575829402414387
125.47673432739553,41.47133210065479,1.406376419345978,0.2147808077716185
125.47673432739553,41.390442100654795,1.4499182560336927,0.1575829402414387
125.15317432739552,41.066882100654794,1.406376419345978,0.2147808077716185
125.15317432739552,40.985992100654784,1.4499182560336927,0.1575829402414387
124.82961432739553,40.66243210065478,1.406376419345978,0.2147808077716185
124.82961432739553,40.58154210065479,1.4499182560336927,0.1575829402414387
124.50605432739552,40.257982100654786,1.406376419345978,0.2147808077716185
124.50605432739552,40.17709210065479,1.4499182560336927,0.1575829402414387
124.18249432739553,39.85353210065479,1.406376419345978,0.2147808077716185
124.18249432739553,39.77264210065479,1.4499182560336927,0.1575829402414387
123.77804432739553,39.368192100654795,1.406376419345978,0.2147808077716185
123.77804432739553,39.287302100654784,1.4499182560336927,0.1575829402414387
123.45448432739552,38.963742100654784,1.406376419345978,0.2147808077716185
123.45448432739552,38.88285210065479,1.4499182560336927,0.1575829402414387
123.13092432739553,38.55929210065479,1.406376419345978,0.2147808077716185
