# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
35.793115;109.865564;25.396004;3.337357;0.016523;7.021822;2.269007
35.993077;109.670046;25.356816;3.341803;0.025827;7.086142;2.170222
36.193038;109.474371;25.316595;3.346777;0.023974;7.147121;2.045706
36.393000;109.278852;25.275428;3.351383;0.022122;7.204128;1.897735
36.592961;109.083473;25.233389;3.355619;0.020271;7.256611;1.728232
36.792923;108.888222;25.190548;3.359486;0.018422;7.304079;1.538677
36.992884;108.693082;25.146978;3.362984;0.016574;7.346082;1.349718
37.192846;108.498041;25.102750;3.366115;0.014729;7.382730;1.163035
37.392808;108.303082;25.057937;3.368877;0.012886;7.414164;0.978750
37.592769;108.108192;25.012611;3.371271;0.011046;7.440514;0.796990
37.792731;107.913356;24.966843;3.373298;0.009208;7.461902;0.617883
37.992692;107.718647;24.920726;3.374961;0.007571;7.478442;0.441556
38.192654;107.524250;24.874369;3.376376;0.006586;7.490239;0.268133
38.392615;107.329876;24.827747;3.377594;0.005602;7.497394;0.097740
38.592577;107.135521;24.780900;3.378616;0.004619;7.500000;0.000000
38.792538;106.941180;24.733866;3.379441;0.003638;7.500000;0.000000
38.992500;106.746849;24.686685;3.380071;0.002657;7.500000;0.000000
39.192461;106.552524;24.639396;3.380504;0.001678;7.500000;0.000000
39.392423;106.358201;24.592038;3.380742;0.000699;7.500000;0.000000
39.592384;106.163874;24.544650;3.380784;-0.000280;7.500000;0.000000
39.792346;105.969540;24.497273;3.380630;-0.001259;7.500000;0.000000
39.992308;105.775195;24.449944;3.380275;-0.002431;7.500000;0.000000
40.192269;105.580832;24.402714;3.379613;-0.004189;7.500000;0.000000
40.392231;105.386437;24.355648;3.378599;-0.005948;7.500000;0.000000
40.592192;105.191997;24.308816;3.377234;-0.007708;7.500000;0.000000
40.792154;104.997498;24.262287;3.375516;-0.009468;7.500000;0.000000
40.992115;104.802925;24.216130;3.373447;-0.011230;7.500000;0.000000
41.192077;104.608267;24.170414;3.371025;-0.012993;7.500000;0.000000
41.392038;104.413507;24.125208;3.368251;-0.014757;7.500000;0.000000
41.592000;104.218635;24.080581;3.365124;-0.016523;7.500000;0.000000
41.791961;104.023634;24.036602;3.361645;-0.018289;7.500000;0.000000
41.991923;103.828393;23.993317;3.357856;-0.018345;7.500000;0.000000
42.191884;103.632736;23.950675;3.354661;-0.013557;7.500000;-0.259247
42.391846;103.436996;23.908572;3.352426;-0.008769;7.493085;-0.561013
42.591808;103.241227;23.866821;3.351150;-0.003979;7.478099;-0.865028
42.791769;103.045483;23.825239;3.350834;0.000818;7.454932;-1.160995
42.991731;102.849819;23.783641;3.351478;0.005624;7.423726;-1.426565
43.191692;102.654290;23.741841;3.353084;0.010443;7.385201;-1.662712
43.391654;102.458949;23.699655;3.355654;0.015276;7.340043;-1.869481
43.591615;102.263851;23.656897;3.359189;0.020128;7.288936;-2.046122
43.791577;102.069050;23.613383;3.363692;0.024999;7.232585;-2.191220
43.991538;101.874654;23.568943;3.369069;0.026618;7.171748;-2.302885
44.191500;101.680726;23.523553;3.373747;0.020354;7.107250;-2.379021
44.391461;101.487009;23.477383;3.377174;0.014051;7.039998;-2.417752
44.591423;101.293364;23.430657;3.379343;0.007734;6.970987;-2.418045
44.791384;101.099653;23.383599;3.380256;0.001426;6.901277;-2.397786
44.991346;100.905737;23.336433;3.379913;-0.004848;6.831449;-2.376008
45.191308;100.711479;23.289383;3.378322;-0.011067;6.761544;-2.363390
45.391269;100.516740;23.242672;3.375489;-0.017208;6.691285;-2.358032
45.591231;100.321381;23.196525;3.371426;-0.023247;6.620443;-2.357747
45.791192;100.125266;23.151165;3.366149;-0.029163;6.548843;-2.360206
45.991154;99.928289;23.106829;3.359445;-0.042119;6.476376;-2.360796
46.191115;99.730489;23.064125;3.348049;-0.070552;6.403071;-2.355672
46.391077;99.532018;23.024235;3.330844;-0.099567;6.329078;-2.341871
46.591038;99.333119;22.988414;3.307705;-0.129631;6.254651;-2.316476
46.791000;99.134033;22.957914;3.278456;-0.161083;6.180149;-2.291000
46.990961;98.935001;22.933990;3.242884;-0.194074;6.105573;-2.239999
47.190923;98.736266;22.917895;3.200779;-0.228483;6.031765;-2.117261
47.390884;98.538070;22.910883;3.151970;-0.263811;5.961162;-1.934702
47.590846;98.340653;22.914206;3.096384;-0.299073;5.895907;-1.736639
47.790808;98.144258;22.929120;3.034113;-0.332723;5.836711;-1.549733
47.990769;97.948660;22.956950;2.965745;-0.350090;5.783375;-1.692522
48.190731;97.753939;22.998543;2.896812;-0.342584;5.724556;-1.842750
48.390692;97.561985;23.053491;2.828938;-0.337595;5.659822;-1.733498
48.590654;97.373788;23.121407;2.761665;-0.335187;5.598243;-1.527841
48.790615;97.190337;23.201903;2.694528;-0.335366;5.543402;-1.290213
48.990577;97.012623;23.294593;2.627066;-0.338084;5.496664;-1.062094
49.190538;96.841636;23.399088;2.558827;-0.343240;5.457890;-0.844469
49.390500;96.678364;23.515001;2.489378;-0.350667;5.426863;-0.637311
49.590461;96.523799;23.641944;2.418312;-0.360108;5.403329;-0.441657
49.790423;96.378929;23.779531;2.345265;-0.371185;5.386960;-0.259396
49.990384;96.245185;23.926783;2.271773;-0.346261;5.377322;-0.093146
50.190346;96.122181;24.082308;2.210683;-0.269680;5.373857;0.053856
50.390307;96.007149;24.244958;2.164561;-0.193703;5.375861;0.177917
50.590269;95.897929;24.412816;2.133183;-0.120148;5.382475;0.275163
50.790231;95.792357;24.583965;2.116219;-0.048921;5.392688;0.342028
50.990192;95.688271;24.756488;2.113428;0.021144;5.405355;0.390308
51.190154;95.583510;24.928469;2.124760;0.091616;5.419775;0.435281
51.390115;95.475911;25.097992;2.150368;0.163883;5.435810;0.485981
51.590077;95.363312;25.263138;2.190545;0.238546;5.453658;0.541513
51.790038;95.243550;25.421992;2.245569;0.314654;5.473477;0.600562
51.990000;95.114510;25.572654;2.313843;0.351610;5.495374;0.661509
52.189961;94.975371;25.714023;2.382177;0.337217;5.519392;0.720561
52.389923;94.826864;25.845962;2.447748;0.322908;5.545435;0.752380
52.589884;94.669825;25.968383;2.510683;0.309284;5.572499;0.732070
52.789846;94.505085;26.081198;2.571176;0.296795;5.598707;0.696650
52.989807;94.333480;26.184316;2.629473;0.285765;5.623533;0.656484
53.189769;94.155841;26.277650;2.685856;0.276420;5.646828;0.589539
53.389731;93.973004;26.361110;2.740633;0.268915;5.667666;0.453075
53.589692;93.785801;26.434607;2.794130;0.263360;5.683629;0.256977
53.789654;93.595065;26.498053;2.846686;0.259839;5.692663;0.044140
53.989615;93.401597;26.551368;2.898634;0.257782;5.694213;-0.156801
54.189577;93.206030;26.594530;2.950030;0.255413;5.688704;-0.026444
54.389538;93.008831;26.627590;3.000868;0.253034;5.687774;0.126803
54.589500;92.810415;26.650616;3.051184;0.250729;5.692230;0.231760
54.789461;92.611195;26.663673;3.101028;0.248575;5.700366;0.267826
54.989423;92.411587;26.666831;3.150459;0.246631;5.709753;0.282795
55.189384;92.212005;26.660155;3.199542;0.244946;5.719649;0.343372
55.389346;92.012863;26.643714;3.248347;0.243553;5.731640;0.431636
55.589307;91.814577;26.617573;3.296950;0.242476;5.746679;0.546564
55.789269;91.617559;26.581802;3.345427;0.241724;5.765666;0.674418
55.989231;91.421923;26.536387;3.393959;0.241972;5.789009;0.791239
56.189192;91.228132;26.481331;3.442927;0.244382;5.816275;0.899680
56.389154;91.037292;26.416799;3.492544;0.248421;5.847124;1.002250
56.589115;90.850110;26.342876;3.543084;0.254047;5.881299;1.101342
56.789077;90.667298;26.259645;3.594812;0.261204;5.918626;1.199258
56.989038;90.489563;26.167191;3.647988;0.269816;5.959005;1.284119
57.189000;90.317616;26.065596;3.702854;0.279769;6.001941;1.373494
57.388961;90.152166;25.954945;3.759636;0.290895;6.047527;1.467523
57.588923;89.993922;25.835322;3.818532;0.302953;6.095858;1.566696
57.788884;89.843593;25.706811;3.879702;0.315615;6.147035;1.575021
57.988846;89.701938;25.569600;3.941979;0.301770;6.198058;1.546793
58.188807;89.568717;25.424325;3.997022;0.256337;6.247762;1.519656
58.388769;89.442634;25.272042;4.043116;0.209923;6.296211;1.493729
58.588731;89.322444;25.113924;4.080234;0.164042;6.343473;1.494257
58.788692;89.206902;24.951146;4.108500;0.119423;6.390402;1.546810
58.988654;89.094764;24.784879;4.128091;0.076206;6.438621;1.605680
59.188615;88.984784;24.616298;4.139179;0.034141;6.488296;1.670537
59.388577;88.875718;24.446575;4.141884;-0.007248;6.539578;1.739346
59.588538;88.766322;24.276883;4.136257;-0.048524;6.592547;1.808925
59.788500;88.655351;24.108396;4.122273;-0.090224;6.647188;1.876825
59.988461;88.541711;23.942433;4.101084;-0.108637;6.703409;1.940790
60.188423;88.424885;23.779488;4.079832;-0.103312;6.761055;1.998327
60.388384;88.304909;23.619257;4.059702;-0.097772;6.819900;2.046696
60.588346;88.181963;23.461584;4.040722;-0.092060;6.879648;2.082941
60.788307;88.056230;23.306314;4.022910;-0.086217;6.939926;2.103947
60.988269;87.927890;23.153290;4.006283;-0.080278;7.000285;2.125027
61.188231;87.797127;23.002358;3.990850;-0.074273;7.060725;2.127939
61.388192;87.664121;22.853361;3.976619;-0.068227;7.120734;1.991525
61.588154;87.529053;22.706144;3.963593;-0.062161;7.176441;1.659369
61.788115;87.392107;22.560551;3.951775;-0.056092;7.222529;1.266270
61.988077;87.253420;22.416390;3.941037;-0.052455;7.257502;0.833076
62.188038;87.113123;22.273590;3.930665;-0.051183;7.280419;0.393389
62.388000;86.971333;22.132199;3.920539;-0.049959;7.291216;-0.052960
62.587961;86.828127;21.992225;3.910653;-0.048783;7.289763;-0.506309
62.787923;86.683583;21.853679;3.901000;-0.047652;7.275862;-0.954170
62.987884;86.537778;21.716569;3.891572;-0.046566;7.249591;-1.375258
63.187846;86.390790;21.580905;3.882363;-0.045524;7.211558;-1.751261
63.387807;86.242697;21.446696;3.873365;-0.044524;7.162835;-2.099711
63.587769;86.093577;21.313953;3.864572;-0.043565;7.103976;-2.418121
63.787731;85.943506;21.182685;3.855979;-0.042646;7.035582;-2.703014
63.987692;85.792634;21.052966;3.847444;-0.044405;6.958335;-2.842960
64.187654;85.640884;20.924810;3.838216;-0.048490;6.876151;-2.900378
64.387615;85.487981;20.798182;3.828195;-0.052433;6.791283;-2.913828
64.587577;85.333717;20.673110;3.817405;-0.056200;6.704940;-2.879299
64.787538;85.177882;20.549623;3.805873;-0.059759;6.618514;-2.844209
64.987500;85.020268;20.427747;3.793631;-0.063080;6.532018;-2.809029
65.187461;84.860664;20.307513;3.780716;-0.066134;6.445453;-2.729122
65.387423;84.698863;20.188946;3.767168;-0.068895;6.360222;-2.612180
65.587384;84.534654;20.072076;3.753030;-0.071340;6.277559;-2.465920
65.787346;84.367829;19.956930;3.738349;-0.073450;6.198514;-2.297056
65.987307;84.198480;19.843764;3.722496;-0.088440;6.123963;-2.110876
66.187269;84.026556;19.733339;3.701627;-0.116033;6.054646;-1.911167
66.387231;83.851920;19.626943;3.674937;-0.145351;5.991195;-1.713127
66.587192;83.674696;19.526067;3.642102;-0.177167;5.933743;-1.525966
66.787154;83.495011;19.432201;3.602702;-0.212119;5.882094;-1.348464
66.987115;83.312991;19.346836;3.556249;-0.250625;5.836073;-1.179543
67.187077;83.128762;19.271464;3.502230;-0.292721;5.795518;-1.018243
67.387038;82.942450;19.207575;3.440172;-0.337821;5.760278;-0.863707
67.587000;82.754180;19.156659;3.369740;-0.384426;5.730217;-0.650049
67.786961;82.564080;19.120209;3.290869;-0.429848;5.707488;-0.332310
67.986923;82.371951;19.099632;3.205667;-0.430678;5.695834;-0.015060
68.186884;82.178037;19.095032;3.126414;-0.385703;5.695305;0.304239
68.386846;81.983059;19.105045;3.055670;-0.338886;5.705977;0.628870
68.586807;81.787408;19.128198;2.993445;-0.293109;5.727973;0.962466
68.786769;81.591478;19.163013;2.939455;-0.250039;5.761474;1.220975
68.986730;81.395662;19.208016;2.893263;-0.210376;5.803695;1.445216
69.186692;81.200352;19.261730;2.854375;-0.174149;5.853277;1.660429
69.386654;81.005941;19.322680;2.822322;-0.140964;5.909729;1.866773
69.586615;80.812823;19.389391;2.796701;-0.110176;5.972559;2.063186
69.786577;80.621389;19.460386;2.777204;-0.080984;6.041240;2.247328
69.986538;80.431842;19.534285;2.763125;-0.062363;6.115173;2.415482
70.186500;80.244227;19.610196;2.751416;-0.053255;6.193654;2.562456
70.386461;80.058415;19.687711;2.741649;-0.043696;6.275837;2.681612
70.586423;79.874089;19.766513;2.733878;-0.033766;6.360705;2.765188
70.786384;79.690930;19.846283;2.728149;-0.023544;6.447048;2.805189
70.986346;79.508618;19.926704;2.724494;-0.013109;6.533475;2.844839
71.186307;79.326836;20.007459;2.722936;-0.002538;6.619970;2.884579
71.386269;79.145265;20.088229;2.723487;0.008090;6.706535;2.876734
71.586230;78.963586;20.168698;2.726150;0.018698;6.791766;2.824749
71.786192;78.781481;20.248548;2.730915;0.029207;6.874429;2.733112
71.986154;78.598770;20.327422;2.737228;0.029386;6.953474;2.606317
72.186115;78.415389;20.405330;2.742185;0.020385;7.028025;2.448301
72.386077;78.231399;20.482615;2.745362;0.011478;7.097342;2.262165
72.586038;78.046989;20.559580;2.746772;0.002641;7.160793;2.065681
72.786000;77.862347;20.636526;2.746420;-0.006147;7.218246;1.871083
72.985961;77.677661;20.713759;2.744313;-0.014909;7.269894;1.678457
73.185923;77.493117;20.791579;2.740450;-0.023666;7.315915;1.487905
73.385884;77.308905;20.870290;2.734831;-0.032437;7.356471;1.299542
73.585846;77.125213;20.950196;2.727452;-0.041239;7.391710;1.113486
73.785807;76.942227;21.031597;2.718308;-0.050084;7.421771;0.929863
73.985769;76.760158;21.114765;2.707974;-0.048116;7.446782;0.748800
74.185730;76.578984;21.199627;2.699493;-0.036660;7.466862;0.535008
74.385692;76.398479;21.285796;2.693308;-0.025179;7.481175;0.272823
74.585654;76.218440;21.372857;2.689422;-0.013683;7.488464;0.023494
74.785615;76.038664;21.460400;2.687836;-0.002179;7.489091;-0.217246
74.985577;75.858946;21.548011;2.688551;0.009332;7.483288;-0.338435
75.185538;75.679083;21.635278;2.691568;0.020849;7.474240;-0.403238
75.385500;75.498872;21.721787;2.696887;0.032366;7.463444;-0.463049
75.585461;75.318109;21.807127;2.704507;0.043877;7.451027;-0.516618
75.785423;75.136591;21.890885;2.714428;0.055363;7.437150;-0.562647
75.985384;74.954116;21.972649;2.726563;0.065332;7.422007;-0.599800
76.185346;74.770557;22.052038;2.740504;0.074098;7.405830;-0.626698
76.385307;74.585852;22.128694;2.756205;0.082939;7.388889;-0.641938
76.585269;74.399940;22.202261;2.773678;0.091849;7.371496;-0.644106
76.785230;74.212758;22.272383;2.792932;0.100807;7.354003;-0.646250
76.985192;74.024247;22.338704;2.813974;0.109782;7.336410;-0.641404
77.185154;73.834345;22.400867;2.836805;0.118726;7.318907;-0.611850
77.385115;73.642991;22.458518;2.861420;0.127577;7.302171;-0.558952
77.585077;73.450124;22.511299;2.887803;0.136256;7.286849;-0.484163
77.785038;73.255683;22.558855;2.915925;0.144666;7.273551;-0.388873
77.985000;73.059824;22.600792;2.945581;0.150321;7.262852;-0.274305
78.184961;72.862653;22.636837;2.976110;0.154389;7.255296;-0.141431
78.384923;72.664306;22.666783;3.007540;0.159063;7.251397;0.000000
78.584884;72.465093;22.690385;3.039969;0.164328;7.251397;0.000000
78.784846;72.265324;22.707398;3.073492;0.170165;7.251397;0.000000
78.984807;72.065310;22.717578;3.108204;0.176549;7.251397;0.000000
79.184769;71.865361;22.720679;3.144192;0.183442;7.251397;0.000000
79.384730;71.665787;22.716457;3.181538;0.190793;7.251397;0.000000
79.584692;71.466898;22.704668;3.220319;0.198532;7.251397;0.000000
79.784654;71.269005;22.685066;3.260597;0.206570;7.251397;0.000000
79.984615;71.072145;22.657385;3.301830;0.202514;7.251397;0.000000
80.184577;70.876480;22.621806;3.340598;0.187228;7.251397;0.000000
80.384538;70.682200;22.578950;3.376286;0.171469;7.251397;0.034327
80.584500;70.489258;22.529428;3.408857;0.155533;7.252344;0.118140
80.784461;70.297606;22.473850;3.438306;0.139644;7.255600;0.192425
80.984423;70.107199;22.412826;3.464655;0.123953;7.260902;0.261834
81.184384;69.917988;22.346966;3.487940;0.108553;7.268109;0.329107
81.384346;69.729926;22.276879;3.508208;0.093481;7.277158;0.393180
81.584307;69.542967;22.203177;3.525507;0.078730;7.287953;0.452923
81.784269;69.357063;22.126468;3.539881;0.064261;7.300370;0.507125
81.984230;69.172176;22.047339;3.552040;0.062195;7.314247;0.554487
82.184192;68.988406;21.965940;3.565356;0.070327;7.329390;0.593616
82.384154;68.805976;21.882031;3.580306;0.078600;7.345567;0.623028
82.584115;68.625113;21.795360;3.596912;0.087022;7.362508;0.641156
82.784077;68.446046;21.705677;3.615195;0.095586;7.379901;0.646372
82.984038;68.269003;21.612729;3.635175;0.104280;7.397394;0.651615
83.184000;68.094211;21.516265;3.656871;0.113076;7.414987;0.537180
83.383961;67.921899;21.416034;3.680295;0.121933;7.429459;0.351105
83.583923;67.752295;21.311784;3.705452;0.130794;7.438903;0.162293
83.783884;67.585626;21.203263;3.732342;0.139585;7.443264;-0.026400
83.983846;67.422088;21.090224;3.760368;0.137680;7.442555;-0.211809
84.183807;67.261663;20.972734;3.786713;0.127262;7.436862;-0.390659
84.383769;67.104146;20.851131;3.810987;0.116682;7.426351;-0.559788
84.583730;66.949308;20.725748;3.833175;0.106041;7.411263;-0.707120
84.783692;66.796919;20.596921;3.853275;0.095415;7.392159;-0.708958
84.983654;66.646749;20.464982;3.871291;0.084861;7.372957;-0.710769
85.183615;66.498571;20.330266;3.887237;0.074415;7.353655;-0.691982
85.383577;66.352153;20.193106;3.901130;0.064099;7.334814;-0.654595
85.583538;66.207268;20.053837;3.912986;0.053917;7.316947;-0.600549
85.783500;66.063686;19.912793;3.922824;0.043866;7.300516;-0.531660
85.983461;65.921349;19.770433;3.931529;0.049063;7.285939;-0.449572
86.183423;65.780469;19.626698;3.943063;0.065596;7.273590;-0.355733
86.383384;65.641556;19.481177;3.957945;0.082409;7.263804;-0.251375
86.583346;65.505245;19.333557;3.976223;0.099594;7.256881;-0.137519
86.783307;65.372166;19.183527;3.997955;0.117204;7.253091;-0.014972
86.983269;65.242953;19.030775;4.023202;0.135243;7.252678;0.000000
87.183230;65.118236;18.874989;4.052022;0.153648;7.252678;0.000000
87.383192;64.998649;18.715856;4.084460;0.172282;7.252678;0.000000
87.583154;64.884823;18.553066;4.120536;0.190908;7.252678;0.000000
87.783115;64.777390;18.386305;4.160231;0.209190;7.252678;0.000000
