epoch,total_loss,steering_loss,weighted_speed_loss
1,0.07030559270142836,0.010364582396433347,0.059941010749609454
2,0.014783936131766623,0.004826587201280277,0.00995734893837891
3,0.011015597725613306,0.0034113058578328225,0.007604291920397578
4,0.009526473854137006,0.0029506977761985134,0.006575776069388214
5,0.008994752709559128,0.0030517271281835638,0.0059430255728252866
6,0.007991878747266565,0.002513920418697141,0.005477958329884851
7,0.0075301077706202615,0.002379844023051572,0.005150263750199544
8,0.007468098161563193,0.0025345579021226216,0.004933540221293178
9,0.007151779460873308,0.0024138137541637665,0.004737965703420973
10,0.006761925660684115,0.0021982410742432974,0.0045636845765751125
11,0.006658081867663705,0.002240386250886624,0.004417695597045671
12,0.006455233181158533,0.0021122955647428746,0.004342937653905339
13,0.00619872385835917,0.002024199580773711,0.004174524277585459
14,0.006165125900563799,0.0020533394345377,0.004111786480824658
15,0.006148844486428688,0.0020404714810804037,0.00410837300469057
16,0.005872528551483137,0.001867620829534901,0.004004907725894518
17,0.005881005043090232,0.00202291988830824,0.0038580851731979744
18,0.005555134794101287,0.0018394665722209055,0.003715668227470948
19,0.005572944346783778,0.0018759265997168202,0.00369701777074465
20,0.0053445048061972955,0.0017532053841593659,0.003591299418749361
21,0.005364828197138205,0.0018013196682957354,0.003563508542654457
22,0.005346322885982819,0.0018355625110683636,0.0035107603742567414
23,0.005141043601462902,0.001709131910044721,0.0034319116914181807
24,0.005126373625313074,0.0016937089983984238,0.003432664612444949
25,0.005128975706385438,0.00172582018717934,0.0034031555172329567
26,0.004926418452813042,0.0016386110423064375,0.0032878073976811886
27,0.004834254174940498,0.0015538664094677543,0.0032803877651438875
28,0.004803147462938549,0.0015687884451784614,0.0032343590161158036
29,0.0046892044631669585,0.0015220523402121149,0.0031671521226259865
30,0.004674230949521738,0.0015275457112308023,0.003146685242894932
31,0.004776747285593617,0.0016951762066790992,0.00308157107135081
32,0.004596145955140645,0.001513707553796828,0.003082438402330387
33,0.0045556148835115854,0.0015056559310878737,0.0030499589603162755
34,0.00440324685210099,0.001402993013984971,0.0030002538456797264
35,0.004412401145282017,0.001466009798091389,0.002946391339298064
36,0.004348871094243085,0.0014553772296104054,0.0028934938718675304
37,0.004307991548804409,0.0013870888377808162,0.0029209026998424596
38,0.0043036105692660235,0.0013848127692669503,0.002918797806247353
39,0.004204406034685461,0.0014088850847897936,0.0027955209298354
40,0.004151680254203789,0.0013038410517744888,0.002847839207362152
41,0.004145012981663484,0.0013668359491426898,0.0027781770160779525
42,0.00405202016739522,0.001334736379202834,0.0027172837931252383
43,0.0039575339839556965,0.001271870549594573,0.0026856634409382603
44,0.004006805043078244,0.0013271308705305397,0.0026796741797825542
45,0.003919942213727509,0.0012738857172313804,0.002646056508992688
46,0.0038587945279281188,0.001242753679964081,0.0026160408420446146
47,0.0038011075776217683,0.0012454382856876332,0.0025556692820684302
48,0.0038567585318144094,0.0012193557140049078,0.002637402815507504
49,0.003763457854925576,0.0012185582766141006,0.0025448995723920524
50,0.0037861756143807357,0.0012806393518533536,0.002505536274695085
51,0.0037112961362752704,0.001196510470893213,0.002514785654200925
52,0.003611000824330301,0.001178704499132868,0.0024322963136874432
53,0.0035454264689384206,0.0011652474571808668,0.002380179007153558
54,0.0035313316186795294,0.0011364220902008021,0.0023949095219015907
55,0.0035534107381488475,0.001205754084880911,0.0023476566506370816
56,0.0034473726057610604,0.001132617519095035,0.002314755089954594
57,0.0034700491791854133,0.0011505868156324798,0.0023194623691434996
58,0.0033922921524167397,0.0010895655677248697,0.002302726587322725
59,0.0033692596888032843,0.001089500507345097,0.0022797591893507513
60,0.0033118118147897183,0.0010718837117981482,0.0022399280993741447
61,0.0032498290772828677,0.0010488605633835798,0.002200968516859
62,0.003260886964867007,0.0010441027494215822,0.002216784219720564
63,0.003181425740121532,0.0010456734598024964,0.0021357522767016107
64,0.0032322152562460488,0.0010743806093252437,0.002157834638699384
65,0.003151651513289218,0.001014802519082076,0.002136848988616576
66,0.0031141844916152163,0.0009891849489998346,0.002124999547877091
67,0.003092862772860559,0.0009945202391926137,0.0020983425320236612
68,0.00300582920432638,0.0009756171510233886,0.002030212058564701
69,0.0030087603487621594,0.0009656021000533286,0.002043158248051117
70,0.0030298688715997306,0.0010293575229338965,0.0020005113483369773
71,0.0029677918554404698,0.0009568929787341106,0.002010898875719789
72,0.002941264663060001,0.0009843058490173334,0.001956958815686952
73,0.002895613149660876,0.0009313801663275282,0.0019642329862930596
74,0.0029161410099737303,0.0009706338948443911,0.0019455071194044782
75,0.0028251758125468584,0.0009401092068344818,0.0018850666145915113
76,0.002776666268138057,0.0009252669764577416,0.001851399288391747
77,0.0027826697470904405,0.0009043718251468098,0.0018782979232590583
78,0.0027516142795346466,0.0009114671591274692,0.0018401471227091754
79,0.0027095480969354597,0.0009002891250117814,0.0018092589729102487
80,0.002696954782020911,0.000897361654564633,0.001799593131731417
81,0.002712123183465147,0.0009398121437081531,0.0017723110372905677
